fmun;fregi;ano;hom_doloso;lesao_corp_morte;latrocinio;cvli;hom_por_interv_policial;letalidade_violenta;tentat_hom;lesao_corp_dolosa;estupro;apreensao_drogas;posse_drogas;trafico_drogas;apreensao_drogas_sem_autor;recuperacao_veiculos;apf;aaapai;cmp;cmba;registro_ocorrencias
Nilópolis;Metropolitana do Rio de Janeiro;2014;7;0;0;7;0;7;14;67;5;6;0;5;1;33;11;3;17;0;743
Niterói;Metropolitana do Rio de Janeiro;2014;4;0;0;4;0;4;9;207;13;49;13;33;3;85;84;42;39;1;2523
Nova Friburgo;Centro Fluminense;2014;5;0;0;5;0;5;2;123;4;38;17;20;1;14;41;9;9;0;717
Nova Iguaçu;Metropolitana do Rio de Janeiro;2014;55;0;0;55;0;55;24;359;31;39;9;31;1;99;117;40;26;0;3024
Paracambi;Metropolitana do Rio de Janeiro;2014;0;0;0;0;0;0;0;29;5;10;5;7;0;1;8;1;6;0;136
Paraíba do Sul;Centro Fluminense;2014;3;0;0;3;0;3;0;44;1;7;7;0;0;1;6;0;3;0;141
Paraty;Sul Fluminense;2014;5;0;0;5;0;5;5;39;5;11;8;2;1;4;5;2;5;0;214
Paty do Alferes;Centro Fluminense;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Petrópolis;Centro Fluminense;2014;6;0;0;6;0;6;5;136;6;35;9;24;2;10;54;8;27;0;697
Pinheiral;Sul Fluminense;2014;0;0;0;0;0;0;0;20;0;4;2;0;2;1;1;0;2;0;106
Piraí;Sul Fluminense;2014;0;0;0;0;0;0;0;21;2;8;3;5;0;0;10;0;1;0;117
Porciúncula;Noroeste Fluminense;2014;0;0;0;0;0;0;0;19;0;12;9;3;0;0;3;0;7;0;90
Porto Real;Sul Fluminense;2014;1;0;0;1;0;1;0;35;0;13;3;7;3;4;11;5;4;0;98
Quatis;Sul Fluminense;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Queimados;Metropolitana do Rio de Janeiro;2014;8;0;0;8;0;8;7;101;6;8;2;6;0;9;12;1;16;1;556
Quissamã;Norte Fluminense;2014;1;0;0;1;0;1;1;16;2;1;1;0;0;4;2;1;5;0;84
Resende;Sul Fluminense;2014;2;0;1;3;0;3;4;84;0;17;6;11;1;4;37;17;10;0;507
Rio Bonito;Baixadas Litorâneas;2014;1;0;0;1;0;1;1;24;2;9;1;7;1;4;12;4;14;1;172
Rio Claro;Sul Fluminense;2014;0;0;0;0;0;0;7;7;0;3;3;0;0;0;3;2;3;0;57
Rio das Flores;Sul Fluminense;2014;0;0;0;0;0;0;0;9;0;1;1;0;0;0;0;0;0;0;24
Rio das Ostras;Baixadas Litorâneas;2014;10;0;0;10;0;10;4;76;14;8;2;6;0;11;33;3;5;0;704
Rio de Janeiro;Metropolitana do Rio de Janeiro;2014;111;2;4;117;21;138;156;3282;141;766;343;310;130;1083;1143;423;871;42;36326
Santa Maria Madalena;Norte Fluminense;2014;0;0;0;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;31
Santo Antônio de Pádua;Noroeste Fluminense;2014;0;0;0;0;0;0;2;29;2;13;6;7;0;3;17;3;13;0;170
São Francisco de Itabapoana;Norte Fluminense;2014;5;0;0;5;0;5;7;23;2;5;1;3;1;6;7;0;6;0;123
São Fidélis;Norte Fluminense;2014;0;0;0;0;0;0;3;22;1;11;5;9;0;2;7;1;1;0;118
São Gonçalo;Metropolitana do Rio de Janeiro;2014;36;1;0;37;6;43;58;415;32;86;16;71;2;295;185;110;25;0;4087
São João da Barra;Norte Fluminense;2014;0;0;0;0;0;0;2;19;2;5;3;1;1;4;6;2;6;0;152
São João de Meriti;Metropolitana do Rio de Janeiro;2014;26;0;0;26;1;27;15;215;17;27;1;17;9;117;61;31;15;0;1829
São José de Ubá;Noroeste Fluminense;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
São José do Vale do Rio Preto;Centro Fluminense;2014;0;0;0;0;0;0;0;9;1;5;3;2;0;3;2;0;5;0;46
São Pedro da Aldeia;Baixadas Litorâneas;2014;3;0;0;3;0;3;2;41;0;6;3;3;0;14;13;6;9;0;271
São Sebastião do Alto;Centro Fluminense;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;15
Sapucaia;Centro Fluminense;2014;0;0;0;0;0;0;0;8;0;4;1;2;1;0;6;0;1;0;52
Saquarema;Baixadas Litorâneas;2014;1;0;0;1;0;1;1;46;4;13;11;3;0;3;6;1;5;0;325
Seropédica;Metropolitana do Rio de Janeiro;2014;7;0;0;7;0;7;1;51;4;14;1;13;0;6;29;6;7;0;247
Silva Jardim;Baixadas Litorâneas;2014;0;0;0;0;0;0;0;9;2;0;0;0;0;1;0;0;2;0;72
Sumidouro;Centro Fluminense;2014;0;0;0;0;0;0;0;6;1;1;1;0;0;1;0;0;2;0;30
Tanguá;Metropolitana do Rio de Janeiro;2014;0;0;0;0;0;0;0;29;0;3;3;0;0;3;1;0;6;2;113
Teresópolis;Centro Fluminense;2014;0;0;0;0;0;0;2;87;3;21;7;13;1;6;30;2;10;0;395
Trajano de Moraes;Centro Fluminense;2014;0;0;0;0;0;0;0;5;1;1;1;0;0;1;0;0;0;0;35
Três Rios;Centro Fluminense;2014;0;0;0;0;0;0;0;73;2;35;25;10;0;2;21;0;8;0;339
Valença;Sul Fluminense;2014;3;0;0;3;0;3;0;34;0;11;5;6;1;1;9;2;7;0;135
Varre-Sai;Noroeste Fluminense;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vassouras;Centro Fluminense;2014;1;0;0;1;0;1;0;22;1;0;0;0;0;3;0;0;1;0;91
Volta Redonda;Sul Fluminense;2014;4;0;0;4;0;4;2;103;9;54;17;33;6;8;60;23;27;0;811
Angra dos Reis;Sul Fluminense;2014;5;0;0;5;0;5;7;63;3;45;17;21;7;12;31;5;11;0;450
Aperibé;Noroeste Fluminense;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Araruama;Baixadas Litorâneas;2014;7;0;0;7;0;7;4;53;3;9;6;2;1;2;15;5;8;0;395
Areal;Centro Fluminense;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Armação dos Búzios;Baixadas Litorâneas;2014;2;0;0;2;0;2;4;29;2;9;6;3;1;5;5;5;12;1;233
Arraial do Cabo;Baixadas Litorâneas;2014;1;0;0;1;0;1;3;21;0;10;4;5;1;0;6;2;5;0;105
Barra do Piraí;Sul Fluminense;2014;0;0;0;0;0;0;1;51;1;22;15;7;1;0;14;5;22;4;247
Barra Mansa;Sul Fluminense;2014;4;1;0;5;0;5;10;80;0;27;7;20;2;11;54;3;25;1;453
Belford Roxo;Metropolitana do Rio de Janeiro;2014;12;0;1;13;2;15;10;184;25;20;0;19;1;62;69;25;52;2;1175
Bom Jardim;Centro Fluminense;2014;0;0;0;0;0;0;0;9;0;2;1;1;0;0;1;0;0;0;59
Bom Jesus do Itabapoana;Noroeste Fluminense;2014;0;0;0;0;0;0;1;29;1;21;11;12;1;0;21;6;5;0;151
Cabo Frio;Baixadas Litorâneas;2014;13;0;2;15;0;15;16;85;26;72;23;45;7;28;76;40;15;1;853
Cachoeiras de Macacu;Centro Fluminense;2014;1;0;0;1;0;1;0;46;1;5;0;5;0;3;15;2;0;0;162
Cambuci;Noroeste Fluminense;2014;2;0;0;2;0;2;0;6;0;6;5;1;0;0;1;0;1;0;40
Carapebus;Norte Fluminense;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Comendador Levy Gasparian;Centro Fluminense;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Campos dos Goytacazes;Norte Fluminense;2014;17;0;0;17;0;17;45;169;12;88;17;55;17;48;196;60;23;2;1369
Cantagalo;Centro Fluminense;2014;1;0;0;1;0;1;0;11;2;5;3;2;0;0;3;0;0;0;85
Cardoso Moreira;Norte Fluminense;2014;0;0;0;0;0;0;0;16;0;5;4;1;0;0;2;0;1;0;75
Carmo;Centro Fluminense;2014;0;0;0;0;0;0;0;8;1;3;0;2;1;1;6;0;15;0;79
Casimiro de Abreu;Baixadas Litorâneas;2014;3;0;0;3;0;3;3;22;2;11;3;7;1;3;10;6;1;0;134
Conceição de Macabu;Norte Fluminense;2014;1;0;0;1;0;1;0;11;1;2;1;0;1;1;0;1;1;1;47
Cordeiro;Centro Fluminense;2014;1;0;0;1;0;1;0;12;0;2;2;0;0;1;3;0;0;0;71
Duas Barras;Centro Fluminense;2014;0;0;0;0;0;0;0;4;1;0;0;0;0;1;0;0;0;0;27
Duque de Caxias;Metropolitana do Rio de Janeiro;2014;56;0;1;57;8;65;41;345;30;71;4;61;6;221;194;79;62;1;3733
Engenheiro Paulo de Frontin;Sul Fluminense;2014;0;0;0;0;0;0;0;7;0;2;2;0;0;1;1;0;1;0;35
Guapimirim;Metropolitana do Rio de Janeiro;2014;2;0;0;2;0;2;1;23;4;2;2;0;0;7;2;0;5;0;186
Iguaba Grande;Baixadas Litorâneas;2014;0;0;0;0;0;0;1;14;1;1;1;0;0;1;3;0;0;0;100
Itaboraí;Metropolitana do Rio de Janeiro;2014;6;0;0;6;0;6;2;73;9;34;4;28;2;28;30;20;21;0;745
Itaguaí;Metropolitana do Rio de Janeiro;2014;6;0;0;6;1;7;8;45;6;20;0;19;3;39;36;21;40;0;466
Italva;Noroeste Fluminense;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Itaocara;Noroeste Fluminense;2014;0;0;0;0;0;0;0;26;0;5;3;2;1;1;4;0;4;0;113
Itaperuna;Noroeste Fluminense;2014;1;0;0;1;0;1;5;30;3;75;64;7;4;3;21;5;5;0;340
Itatiaia;Sul Fluminense;2014;0;0;0;0;0;0;2;16;0;106;99;7;0;0;15;6;4;0;220
Japeri;Metropolitana do Rio de Janeiro;2014;2;0;0;2;0;2;5;54;6;19;2;13;4;3;15;5;22;0;291
Laje do Muriaé;Noroeste Fluminense;2014;0;0;0;0;1;1;0;5;0;3;1;1;1;0;1;0;0;0;20
Macaé;Norte Fluminense;2014;10;0;0;10;0;10;21;70;7;29;7;18;5;24;30;7;21;0;840
Macuco;Centro Fluminense;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Magé;Metropolitana do Rio de Janeiro;2014;3;0;0;3;0;3;11;138;17;27;7;19;2;23;38;16;20;0;718
Mangaratiba;Sul Fluminense;2014;2;0;0;2;0;2;3;30;2;4;2;1;1;3;9;0;4;0;144
Maricá;Metropolitana do Rio de Janeiro;2014;8;0;0;8;0;8;1;82;4;11;2;10;0;22;34;5;9;0;526
Mendes;Sul Fluminense;2014;0;0;0;0;0;0;0;4;0;5;2;3;0;0;5;3;0;0;56
Mesquita;Metropolitana do Rio de Janeiro;2014;9;0;0;9;0;9;8;73;8;15;1;13;1;41;17;9;6;0;619
Miguel Pereira;Sul Fluminense;2014;1;0;0;1;0;1;0;23;2;8;3;4;1;5;13;0;6;0;127
Miracema;Noroeste Fluminense;2014;0;0;0;0;0;0;2;21;0;26;20;2;4;0;8;1;9;0;119
Natividade;Noroeste Fluminense;2014;0;0;0;0;0;0;0;11;1;4;3;1;0;0;5;0;1;0;44
Nilópolis;Metropolitana do Rio de Janeiro;2014;5;0;0;5;0;5;1;73;5;6;3;2;1;39;10;0;14;0;723
Niterói;Metropolitana do Rio de Janeiro;2014;8;0;0;8;1;9;16;182;10;59;17;43;2;86;132;70;68;2;2627
Nova Friburgo;Centro Fluminense;2014;1;0;0;1;0;1;2;97;7;31;14;18;1;8;35;5;7;0;626
Nova Iguaçu;Metropolitana do Rio de Janeiro;2014;57;0;1;58;1;59;25;333;25;46;10;35;1;112;131;44;43;1;2998
Paracambi;Metropolitana do Rio de Janeiro;2014;2;0;0;2;0;2;3;38;1;5;3;1;1;3;3;0;4;0;122
Paraíba do Sul;Centro Fluminense;2014;1;0;0;1;0;1;0;21;1;8;6;2;0;1;3;0;1;1;100
Paraty;Sul Fluminense;2014;2;0;0;2;0;2;3;19;2;18;13;5;1;1;17;1;2;0;207
Paty do Alferes;Centro Fluminense;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Petrópolis;Centro Fluminense;2014;1;0;1;2;0;2;1;111;2;39;13;26;0;8;49;16;25;0;625
Pinheiral;Sul Fluminense;2014;0;0;0;0;0;0;0;15;1;3;2;1;0;1;5;0;4;0;102
Piraí;Sul Fluminense;2014;0;0;0;0;0;0;1;21;0;3;1;2;0;0;5;0;1;0;77
Porciúncula;Noroeste Fluminense;2014;0;0;0;0;0;0;0;16;0;11;9;3;0;0;3;0;1;0;77
Porto Real;Sul Fluminense;2014;0;0;0;0;0;0;3;21;2;15;6;8;1;2;9;1;5;0;94
Quatis;Sul Fluminense;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Queimados;Metropolitana do Rio de Janeiro;2014;11;0;0;11;0;11;10;109;6;9;5;2;2;10;10;1;24;1;491
Quissamã;Norte Fluminense;2014;1;0;0;1;1;2;3;15;0;5;0;4;1;3;8;2;1;0;79
Resende;Sul Fluminense;2014;1;0;0;1;0;1;6;87;6;33;13;22;2;3;50;6;8;1;515
Rio Bonito;Baixadas Litorâneas;2014;0;0;0;0;0;0;1;24;2;9;1;8;0;7;12;0;8;0;146
Rio Claro;Sul Fluminense;2014;0;0;0;0;0;0;0;5;0;0;0;0;0;1;2;0;1;0;38
Rio das Flores;Sul Fluminense;2014;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;14
Rio das Ostras;Baixadas Litorâneas;2014;4;0;0;4;0;4;6;88;6;9;2;7;0;12;39;5;5;1;560
Rio de Janeiro;Metropolitana do Rio de Janeiro;2014;94;0;6;100;18;118;186;3007;138;705;294;284;140;1079;1126;369;911;46;32219
Santa Maria Madalena;Norte Fluminense;2014;0;0;0;0;0;0;0;7;0;0;0;0;0;1;1;0;1;0;26
Santo Antônio de Pádua;Noroeste Fluminense;2014;1;0;0;1;0;1;4;42;1;19;14;4;1;6;13;5;4;0;233
São Francisco de Itabapoana;Norte Fluminense;2014;2;0;0;2;0;2;1;14;0;5;2;4;1;1;7;0;4;0;98
São Fidélis;Norte Fluminense;2014;0;0;0;0;0;0;0;15;3;15;8;8;1;0;0;0;3;0;102
São Gonçalo;Metropolitana do Rio de Janeiro;2014;46;0;2;48;3;51;39;377;23;91;7;79;5;285;194;78;27;2;4011
São João da Barra;Norte Fluminense;2014;3;0;0;3;0;3;0;9;3;6;1;4;1;2;2;2;1;2;127
São João de Meriti;Metropolitana do Rio de Janeiro;2014;20;0;0;20;1;21;9;252;16;17;3;10;4;111;76;19;21;0;1877
São José de Ubá;Noroeste Fluminense;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
São José do Vale do Rio Preto;Centro Fluminense;2014;0;0;0;0;0;0;0;6;0;1;0;1;0;1;2;0;1;0;28
São Pedro da Aldeia;Baixadas Litorâneas;2014;1;0;0;1;0;1;3;42;3;10;4;6;0;3;7;6;10;1;234
São Sebastião do Alto;Centro Fluminense;2014;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;34
Sapucaia;Centro Fluminense;2014;0;0;0;0;0;0;0;12;0;4;3;1;0;0;4;0;3;0;49
Saquarema;Baixadas Litorâneas;2014;1;0;2;3;0;3;3;43;1;9;6;3;0;12;8;7;6;1;305
Seropédica;Metropolitana do Rio de Janeiro;2014;8;0;0;8;0;8;0;51;5;6;2;3;1;4;8;1;7;0;255
Silva Jardim;Baixadas Litorâneas;2014;0;0;0;0;0;0;0;9;0;2;0;2;0;0;1;0;2;0;58
Sumidouro;Centro Fluminense;2014;0;0;0;0;0;0;0;12;2;1;1;0;0;2;5;0;1;0;50
Tanguá;Metropolitana do Rio de Janeiro;2014;0;0;0;0;0;0;0;18;0;5;3;2;0;2;2;0;2;1;91
Teresópolis;Centro Fluminense;2014;1;0;0;1;0;1;3;77;4;35;13;25;1;5;46;8;5;0;394
Trajano de Moraes;Centro Fluminense;2014;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;26
Três Rios;Centro Fluminense;2014;0;0;0;0;0;0;0;59;2;38;32;6;0;0;11;2;7;0;317
Valença;Sul Fluminense;2014;0;0;0;0;0;0;3;25;1;9;5;4;1;1;7;0;5;0;128
Varre-Sai;Noroeste Fluminense;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vassouras;Centro Fluminense;2014;0;0;0;0;0;0;0;16;1;2;2;0;0;1;0;0;0;0;85
Volta Redonda;Sul Fluminense;2014;2;0;1;3;0;3;12;110;8;41;13;25;4;13;52;11;20;0;738
Angra dos Reis;Sul Fluminense;2014;4;0;0;4;0;4;11;48;8;44;17;22;5;6;38;10;14;1;477
Aperibé;Noroeste Fluminense;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Araruama;Baixadas Litorâneas;2014;7;0;0;7;0;7;1;41;0;9;6;6;0;5;21;4;13;0;345
Areal;Centro Fluminense;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Armação dos Búzios;Baixadas Litorâneas;2014;0;0;0;0;0;0;4;30;2;10;6;4;1;1;8;2;6;0;200
Arraial do Cabo;Baixadas Litorâneas;2014;1;0;0;1;0;1;1;16;0;11;5;4;2;1;6;2;0;0;107
Barra do Piraí;Sul Fluminense;2014;0;0;0;0;0;0;1;44;7;18;14;5;0;2;19;0;23;0;283
Barra Mansa;Sul Fluminense;2014;2;0;0;2;1;3;10;58;4;25;12;13;1;22;43;6;10;0;442
Belford Roxo;Metropolitana do Rio de Janeiro;2014;20;0;0;20;3;23;12;155;12;16;0;16;0;56;56;16;53;1;1081
Bom Jardim;Centro Fluminense;2014;0;0;0;0;0;0;0;10;0;1;1;0;0;0;0;0;0;0;44
Bom Jesus do Itabapoana;Noroeste Fluminense;2014;0;0;0;0;0;0;3;23;1;8;2;7;0;1;17;3;4;3;116
Cabo Frio;Baixadas Litorâneas;2014;23;0;0;23;1;24;13;67;26;75;24;48;7;16;82;40;8;2;791
Cachoeiras de Macacu;Centro Fluminense;2014;2;0;0;2;0;2;4;27;1;5;1;3;1;0;6;1;14;0;150
Cambuci;Noroeste Fluminense;2014;2;0;0;2;0;2;0;4;0;5;5;0;0;0;0;0;3;0;36
Carapebus;Norte Fluminense;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Comendador Levy Gasparian;Centro Fluminense;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Campos dos Goytacazes;Norte Fluminense;2014;20;0;0;20;1;21;42;164;13;73;22;35;17;43;173;47;27;2;1292
Cantagalo;Centro Fluminense;2014;0;0;0;0;0;0;0;8;0;1;0;1;0;0;1;0;0;0;58
Cardoso Moreira;Norte Fluminense;2014;0;0;0;0;0;0;1;16;0;8;8;0;0;0;0;0;3;1;74
Carmo;Centro Fluminense;2014;1;0;0;1;0;1;0;10;0;7;1;6;0;0;0;1;7;0;64
Casimiro de Abreu;Baixadas Litorâneas;2014;2;0;0;2;0;2;2;18;1;6;2;1;3;5;5;1;0;0;150
Conceição de Macabu;Norte Fluminense;2014;1;0;0;1;0;1;1;14;3;1;1;0;0;1;0;0;3;0;67
Cordeiro;Centro Fluminense;2014;0;0;0;0;0;0;0;17;1;2;1;1;0;0;4;0;1;0;54
Duas Barras;Centro Fluminense;2014;0;0;0;0;0;0;0;6;0;0;0;0;0;2;0;0;0;0;34
Duque de Caxias;Metropolitana do Rio de Janeiro;2014;41;0;0;41;8;49;30;306;24;43;6;31;8;263;108;37;67;1;3643
Engenheiro Paulo de Frontin;Sul Fluminense;2014;0;0;0;0;0;0;0;3;0;3;3;0;0;0;0;0;3;0;27
Guapimirim;Metropolitana do Rio de Janeiro;2014;5;0;0;5;0;5;2;37;2;5;2;3;0;1;4;1;3;0;180
Iguaba Grande;Baixadas Litorâneas;2014;0;0;0;0;0;0;2;18;0;2;2;0;0;4;0;0;0;0;92
Itaboraí;Metropolitana do Rio de Janeiro;2014;6;0;0;6;0;6;8;89;11;20;0;19;1;29;53;10;19;3;782
Itaguaí;Metropolitana do Rio de Janeiro;2014;3;0;0;3;1;4;8;42;3;13;1;6;6;26;23;4;12;1;436
Italva;Noroeste Fluminense;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Itaocara;Noroeste Fluminense;2014;0;0;0;0;0;0;3;12;1;5;5;0;0;4;9;0;0;1;83
Itaperuna;Noroeste Fluminense;2014;0;0;0;0;0;0;6;36;3;61;40;20;3;5;47;10;8;1;325
Itatiaia;Sul Fluminense;2014;0;0;0;0;0;0;2;24;2;138;132;5;2;1;12;3;2;1;288
Japeri;Metropolitana do Rio de Janeiro;2014;2;0;0;2;0;2;12;56;2;13;2;10;2;5;10;7;34;0;317
Laje do Muriaé;Noroeste Fluminense;2014;0;0;0;0;0;0;0;2;0;1;0;1;0;1;1;0;0;0;23
Macaé;Norte Fluminense;2014;5;0;0;5;0;5;8;74;3;22;2;20;0;26;56;5;15;0;776
Macuco;Centro Fluminense;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Magé;Metropolitana do Rio de Janeiro;2014;9;0;0;9;0;9;7;100;8;23;13;8;4;19;36;6;25;1;645
Mangaratiba;Sul Fluminense;2014;0;0;0;0;0;0;2;10;0;5;3;2;0;3;9;0;1;0;115
Maricá;Metropolitana do Rio de Janeiro;2014;5;0;1;6;1;7;0;48;8;3;1;2;0;13;13;0;5;0;481
Mendes;Sul Fluminense;2014;0;0;0;0;0;0;0;7;0;4;2;2;0;0;3;1;1;1;56
Mesquita;Metropolitana do Rio de Janeiro;2014;3;0;0;3;0;3;8;47;10;19;2;14;3;43;39;12;8;0;663
Miguel Pereira;Sul Fluminense;2014;2;0;0;2;0;2;1;14;1;4;3;1;0;0;10;0;4;0;124
Miracema;Noroeste Fluminense;2014;0;0;0;0;0;0;1;15;0;28;21;3;4;1;8;1;1;0;133
Natividade;Noroeste Fluminense;2014;0;0;0;0;0;0;1;5;1;1;1;0;0;0;4;0;2;0;62
Nilópolis;Metropolitana do Rio de Janeiro;2014;11;0;0;11;0;11;6;73;8;5;0;5;1;50;25;11;23;0;866
Niterói;Metropolitana do Rio de Janeiro;2014;6;0;0;6;0;6;17;158;15;62;11;44;8;88;124;43;95;2;2541
Nova Friburgo;Centro Fluminense;2014;1;0;0;1;0;1;1;67;6;33;9;23;1;13;33;8;16;1;595
Nova Iguaçu;Metropolitana do Rio de Janeiro;2014;35;0;0;35;0;35;19;274;21;42;4;35;4;102;128;32;66;2;3054
Paracambi;Metropolitana do Rio de Janeiro;2014;1;0;0;1;0;1;3;21;5;8;3;5;0;0;10;0;5;0;124
Paraíba do Sul;Centro Fluminense;2014;1;0;0;1;0;1;0;17;0;6;3;3;0;0;4;0;2;0;94
Paraty;Sul Fluminense;2014;5;0;0;5;0;5;1;18;0;16;9;8;0;2;20;4;6;0;185
Paty do Alferes;Centro Fluminense;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Petrópolis;Centro Fluminense;2014;2;1;0;3;0;3;1;124;5;33;11;21;2;13;38;5;35;0;741
Pinheiral;Sul Fluminense;2014;1;0;0;1;0;1;0;16;2;2;1;1;0;0;4;0;1;0;69
Piraí;Sul Fluminense;2014;0;0;0;0;0;0;2;11;2;6;3;4;0;2;6;0;1;0;95
Porciúncula;Noroeste Fluminense;2014;0;0;0;0;0;0;0;10;0;4;2;2;0;0;5;1;3;0;72
Porto Real;Sul Fluminense;2014;0;0;0;0;0;0;0;10;0;12;6;6;0;2;7;0;8;0;82
Quatis;Sul Fluminense;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Queimados;Metropolitana do Rio de Janeiro;2014;11;0;0;11;0;11;5;88;6;11;6;5;0;7;19;2;15;0;538
Quissamã;Norte Fluminense;2014;4;0;0;4;0;4;2;11;1;1;0;0;1;1;3;1;1;0;86
Resende;Sul Fluminense;2014;1;0;0;1;0;1;2;66;6;42;17;25;0;7;57;14;15;1;519
Rio Bonito;Baixadas Litorâneas;2014;1;0;0;1;0;1;5;30;2;3;1;2;0;7;6;0;10;0;178
Rio Claro;Sul Fluminense;2014;0;0;0;0;0;0;0;13;1;3;2;1;0;0;4;0;0;0;45
Rio das Flores;Sul Fluminense;2014;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;0;0;25
Rio das Ostras;Baixadas Litorâneas;2014;4;0;0;4;0;4;7;54;8;10;4;6;0;12;34;10;13;0;534
Rio de Janeiro;Metropolitana do Rio de Janeiro;2014;113;2;2;117;28;145;159;2553;126;758;329;302;136;1090;1012;331;1080;39;31448
Santa Maria Madalena;Norte Fluminense;2014;1;0;0;1;0;1;0;5;0;0;0;0;0;1;0;0;1;0;33
Santo Antônio de Pádua;Noroeste Fluminense;2014;1;0;0;1;0;1;1;25;0;20;16;4;0;3;15;2;8;0;215
São Francisco de Itabapoana;Norte Fluminense;2014;2;0;1;3;0;3;1;13;2;3;2;0;1;2;1;0;1;0;98
São Fidélis;Norte Fluminense;2014;0;0;0;0;0;0;3;11;0;6;1;4;1;1;1;0;4;0;87
São Gonçalo;Metropolitana do Rio de Janeiro;2014;30;0;3;33;8;41;31;322;26;77;9;63;6;308;170;61;25;0;3969
São João da Barra;Norte Fluminense;2014;1;0;0;1;0;1;8;11;2;13;4;9;0;7;18;4;5;0;131
São João de Meriti;Metropolitana do Rio de Janeiro;2014;31;0;0;31;1;32;10;164;15;24;3;16;5;113;64;30;11;0;1849
São José de Ubá;Noroeste Fluminense;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
São José do Vale do Rio Preto;Centro Fluminense;2014;0;0;0;0;0;0;1;7;1;2;1;1;0;0;2;0;0;0;29
São Pedro da Aldeia;Baixadas Litorâneas;2014;4;0;0;4;0;4;1;28;4;11;0;7;5;12;11;8;11;1;260
São Sebastião do Alto;Centro Fluminense;2014;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;0;0;0;27
Sapucaia;Centro Fluminense;2014;0;0;0;0;0;0;0;11;1;0;0;0;0;0;0;0;3;0;39
Saquarema;Baixadas Litorâneas;2014;1;0;0;1;0;1;1;18;2;14;13;1;0;11;7;1;4;0;278
Seropédica;Metropolitana do Rio de Janeiro;2014;5;0;0;5;0;5;2;33;4;9;0;9;0;6;11;4;8;0;255
Silva Jardim;Baixadas Litorâneas;2014;0;0;0;0;0;0;0;5;0;0;0;0;0;2;0;0;3;1;46
Sumidouro;Centro Fluminense;2014;0;0;0;0;0;0;0;3;0;1;1;0;0;1;1;0;2;0;42
Tanguá;Metropolitana do Rio de Janeiro;2014;1;0;0;1;0;1;0;12;0;4;2;2;0;3;0;2;0;0;77
Teresópolis;Centro Fluminense;2014;1;0;0;1;0;1;1;67;5;22;9;13;2;7;35;2;17;0;394
Trajano de Moraes;Centro Fluminense;2014;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;1;0;31
Três Rios;Centro Fluminense;2014;0;0;1;1;0;1;2;43;3;38;30;7;1;0;20;2;8;0;372
Valença;Sul Fluminense;2014;0;0;0;0;0;0;0;28;1;9;7;2;0;0;3;0;2;0;135
Varre-Sai;Noroeste Fluminense;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vassouras;Centro Fluminense;2014;0;0;0;0;0;0;0;12;2;3;0;3;0;1;9;0;2;0;91
Volta Redonda;Sul Fluminense;2014;3;0;0;3;0;3;5;86;2;35;12;17;7;15;50;9;19;0;710
